零八奥运艰,涉敏感,0.8
惨奥,涉敏感,0.8
奥晕,涉敏感,0.8
凹晕,涉敏感,0.8
懊运,涉敏感,0.8
懊孕,涉敏感,0.8
奥孕,涉敏感,0.8
奥你妈的运,涉敏感,1
反奥,涉敏感,1
628事件,涉敏感,1
weng安,涉敏感,1
wengan,涉敏感,1
翁安,涉敏感,0.8
瓮安事件,涉敏感,1
化工厂爆炸,涉敏感,0.8
代办发票,其他违禁,1
代办各,广告,1
代办文,广告,1
代办学,广告,1
代办制,广告,1
代辦,广告,0.8
代开发票,其他违禁,1
代開,其他违禁,1
代考,其他违禁,1
代理发票,其他违禁,1
代理票据,其他违禁,1
代您考,其他违禁,1
代讨债,其他违禁,1
代写毕,其他违禁,1
代写论文,其他违禁,1
代孕,其他违禁,1
代追债,其他违禁,1
考后付款,其他违禁,0.8
考前答案,其他违禁,0.8
考前付,其他违禁,0.8
考前密卷,其他违禁,1
考前预测,其他违禁,0.8
考试作弊器,其他违禁,1
考试包过,其他违禁,0.8
考试保,其他违禁,0.8
考试枪,其他违禁,1
考试作弊器,其他违禁,1
透视扑,其他违禁,1
透视器,其他违禁,0.8
透视眼睛,其他违禁,0.8
透视眼镜,其他违禁,0.8
透视药,其他违禁,0.8
透视仪,其他违禁,0.8
打死经过,涉暴恐,0.8
打死人,涉暴恐,0.8
打砸办公,涉暴恐,1
打砸抢,涉暴恐,1
安眠酮,其他违禁,1
代血浆,其他违禁,1
西布曲明,其他违禁,1
甲睾酮,其他违禁,1
adrenaline,其他违禁,1
苯巴比妥,其他违禁,1
促性腺激素,其他违禁,1
麻黄草,其他违禁,1
雄烯二醇,其他违禁,1
strychnine,其他违禁,1
新型毒品,其他违禁,1
杜冷丁,其他违禁,1
兴奋剂,其他违禁,1
mdma,其他违禁,1
海洛因,其他违禁,1
海luo因,其他违禁,1
heroin,其他违禁,1
diamorphine,其他违禁,1
diacetylmorphine,其他违禁,1
鸦片,其他违禁,1
阿芙蓉,其他违禁,1
咖啡因,其他违禁,1
cocain,其他违禁,1
三唑仑,其他违禁,1
美沙酮,其他违禁,1
麻古,其他违禁,1
k粉,其他违禁,1
凯他敏,其他违禁,1
ketamine,其他违禁,1
冰毒,其他违禁,1
苯丙胺,其他违禁,1
cannabis,其他违禁,1
大麻,其他违禁,1
爱他死,其他违禁,1
氯胺酮,其他违禁,1
benzodiazepines,其他违禁,1
甲基安非他明,其他违禁,1
安非他命,其他违禁,1
吗啡,其他违禁,1
KC短信,广告,1
KC嘉年华,广告,1
短信广告,广告,1
短信群发,广告,1
短信群发器,其他违禁,0.8
小6灵通,广告,1
短信商务广告,广告,1
段录定,涉敏感,1
无界浏览,涉敏感,1
无界浏览器,涉敏感,1
无网界,涉敏感,1
无网界浏览,涉敏感,1
无帮国,涉敏感,1
KC提示,其他违禁,1
KC网站,其他违禁,1
UP8新势力,其他违禁,1
UP新势力,其他违禁,1
移民,涉敏感,0.8
易达网络卡,广告,1
安魂网,涉敏感,1
纽崔莱七折,广告,1
手机铃声,广告,1
神通加持法,涉敏感,1
全1球通,广告,1
如6意通,广告,1
清仓,广告,1
灵动卡,广告,1
答案卫星接收机,其他违禁,1
高薪养廉,涉敏感,0.8
考后付款,其他违禁,0.8
佳静安定片,其他违禁,1
号码百事通,广告,1
成本价,广告,1
诚信通手机商城,广告,1
高利贷,其他违禁,0.8
联4通,广告,1
黑庄,其他违禁,0.8
黑手党,其他违禁,0.8
黑车,其他违禁,0.8
联通贵宾卡,广告,1
联总这声传单,其他违禁,1
联总之声传单,其他违禁,1
高息贷款,其他违禁,0.8
高干子弟,涉敏感,1
恭喜你的号码,其他违禁,0.8
恭喜您的号码,其他违禁,0.8
高干子女,涉敏感,1
各种发票,其他违禁,0.8
高官互调,涉敏感,0.8
高官子女,涉敏感,1
喝一送一,广告,1
监听王,其他违禁,1
旦科,涉敏感,1
钓鱼岛,涉敏感,0.8
钓鱼台,涉敏感,0.8
当官靠后台,涉敏感,1
党校安插亲信,涉敏感,1
传九促三,涉敏感,1
刻章,其他违禁,0.8
大麻树脂,其他违禁,1
大麻油,其他违禁,1
大法,涉敏感,1
大法弟子,涉敏感,1
dpp大法,涉敏感,1
falun,涉敏感,1
falu,涉敏感,1
发抡,涉敏感,1
发抡功,涉敏感,1
洗脑,涉敏感,1
下法轮,涉敏感,1
发轮,涉敏感,1
发伦,涉敏感,1
发伦功,涉敏感,1
发仑,涉敏感,1
发沦,涉敏感,1
发纶,涉敏感,1
发论,涉敏感,1
发论功,涉敏感,1
发论公,涉敏感,1
发正念,涉敏感,1
发囵,涉敏感,1
发愣,涉敏感,1
发瞟,涉敏感,1
罚抡,涉敏感,1
罚伦,涉敏感,1
罚仑,涉敏感,1
罚沦,涉敏感,1
罚纶,涉敏感,1
罚囵,涉敏感,1
筏抡,涉敏感,1
筏轮,涉敏感,1
筏伦,涉敏感,1
筏仑,涉敏感,1
筏沦,涉敏感,1
筏纶,涉敏感,1
筏论,涉敏感,1
筏囵,涉敏感,1
伐抡,涉敏感,1
伐轮,涉敏感,1
伐伦,涉敏感,1
伐仑,涉敏感,1
伐沦,涉敏感,1
伐论,涉敏感,1
伐囵,涉敏感,1
乏抡,涉敏感,1
乏轮,涉敏感,1
乏伦,涉敏感,1
乏仑,涉敏感,1
乏沦,涉敏感,1
乏纶,涉敏感,1
乏论,涉敏感,1
乏囵,涉敏感,1
阀抡,涉敏感,1
阀伦,涉敏感,1
阀仑,涉敏感,1
阀沦,涉敏感,1
阀纶,涉敏感,1
阀论,涉敏感,1
阀囵,涉敏感,1
法轮功,涉敏感,1
法*功,涉敏感,1
法.轮.功,涉敏感,1
法L功,涉敏感,1
法lun功,涉敏感,1
法功,涉敏感,1
法会,涉敏感,1
法抡,涉敏感,1
法抡功,涉敏感,1
法轮,涉敏感,1
法轮大法,涉敏感,1
法轮佛法,涉敏感,1
法轮功,涉敏感,1
法伦,涉敏感,1
法仑,涉敏感,1
法沦,涉敏感,1
法纶,涉敏感,1
法论,涉敏感,1
法十轮十功,涉敏感,1
法西斯,涉敏感,1
法院,涉敏感,1
法正,涉敏感,1
法谪,涉敏感,1
法谪功,涉敏感,1
法輪,涉敏感,1
法囵,涉敏感,1
法愣,涉敏感,1
珐.輪功,涉敏感,1
珐抡,涉敏感,1
珐轮,涉敏感,1
珐伦,涉敏感,1
珐仑,涉敏感,1
珐沦,涉敏感,1
五不,涉敏感,1
五不争鸣论坛,涉敏感,1
五出三进,涉敏感,1
五套功法,涉敏感,1
邝锦文,涉敏感,1
垡抡,涉敏感,1
垡轮,涉敏感,1
垡伦,涉敏感,1
垡仑,涉敏感,1
垡沦,涉敏感,1
垡纶,涉敏感,1
垡论,涉敏感,1
垡囵,涉敏感,1
茳澤民,涉敏感,1
荭志,涉敏感,1
闳志,涉敏感,1
闵维方,涉敏感,1
氵去,涉敏感,1
氵去车仑工力,涉敏感,1
转法轮,涉敏感,1
砝抡,涉敏感,1
砝轮,涉敏感,1
砝伦,涉敏感,1
砝仑,涉敏感,1
砝沦,涉敏感,1
砝纶,涉敏感,1
真、善、忍,涉敏感,1
真理教,涉敏感,1
真善美,涉敏感,1
真善忍,涉敏感,1
砝论,涉敏感,1
砝囵,涉敏感,1
泓志,涉敏感,1
屙民,涉敏感,1
珐纶,涉敏感,1
珐论,涉敏感,1
珐囵,涉敏感,1
falun,涉敏感,1
Falundafa,涉敏感,1
fa轮,涉敏感,1
Flg,涉敏感,1
弟子,涉敏感,1
地下教会,涉敏感,1
炼功,涉敏感,1
梦网洪志,涉敏感,1
轮大,涉敏感,1
抡功,涉敏感,1
轮功,涉敏感,1
伦功,涉敏感,1
摩门教,涉敏感,1
三水法轮,涉敏感,1
三唑仑,其他违禁,1
你麻痹,其他违禁,1
你妈逼,其他违禁,1
天皇,涉敏感,0.8
天怒,涉敏感,1
天葬,涉敏感,1
车臣,涉敏感,1
达赖,涉敏感,1
功法,涉敏感,1
讲法,涉敏感,1
护法,涉敏感,0.8
功友,涉敏感,1
达赖喇嘛,涉敏感,1
虹志,涉敏感,1
鸿志,涉敏感,1
洪传,涉敏感,1
贯通两极法,涉敏感,1
光祖,涉敏感,1
洪吟,涉敏感,1
洪哲胜,涉敏感,1
洪志,涉敏感,1
宏法,涉敏感,1
观世音,涉敏感,1
宏志,涉敏感,1
弘志,涉敏感,1
红志,涉敏感,1
车仑,涉敏感,1
中国民主,涉敏感,1
322攻台作战计划,涉敏感,1
38集团军,涉敏感,1
3D轮盘,其他违禁,1
64大屠杀,涉敏感,1
6合彩,其他违禁,1
70天大事记,涉敏感,1
89学潮大屠杀,涉敏感,1
89学潮血腥屠杀,涉敏感,1
BB弹,涉暴恐,0.8
BB枪,涉暴恐,0.8
fa轮,涉敏感,1
FL大法,涉敏感,1
jiuping,涉敏感,0.8
SIM卡复制器,其他违禁,0.8
SM用品,低俗,1
t牌车,其他违禁,1
阿宾,色情,0.8
挨了一炮,色情,0.8
爱国运动正名,涉敏感,1
爱国者同盟网站,涉敏感,1
爱液横流,色情,1
安眠藥,其他违禁,0.8
暗访包,其他违禁,0.8
八九民,涉敏感,1
八九学,涉敏感,1
八九政治,涉敏感,1
把病人整,涉敏感,0.8
把邓小平,涉敏感,1
把学生整,涉敏感,0.8
罢工门,涉敏感,1
白黄牙签,其他违禁,0.8
白小姐,其他违禁,0.8
百家乐,其他违禁,1
百乐二呓,其他违禁,1
办本科,其他违禁,0.8
办理本科,其他违禁,0.8
办理票据,其他违禁,1
办理文凭,其他违禁,1
办理证件,其他违禁,0.8
办理证书,其他违禁,0.8
办理资格,其他违禁,0.8
办文凭,其他违禁,0.8
办怔,其他违禁,0.8
办证,其他违禁,0.8
半刺刀,暴恐,0.8
辦毕业,其他违禁,0.8
辦證,其他违禁,0.8
帮人怀孕,其他违禁,0.8
磅解码器,其他违禁,0.8
磅遥控器,其他违禁,0.8
包办色情娱乐服务,其他违禁,1
包养,低俗,0.8
宝在甘肃修,其他违禁,0.8
保过答案,其他违禁,0.8
报复执法,涉敏感,1
报码,其他违禁,0.8
暴菊,色情,1
暴力袭警,暴恐,1
暴力执法,涉敏感,1
爆发骚,暴恐,0.8
爆菊,色情,1
北京帮,涉敏感,1
北京独立,涉敏感,1
北京风波,涉敏感,1
北京黑幕,涉敏感,1
北京市委黑幕,涉敏感,1
北京政坛清华名人,涉敏感,1
北美巡回讲法,涉敏感,1
被中共,涉敏感,0.8
本无码,色情,0.8
避孕膜,色情,0.8
变牌,其他违禁,1
变牌绝,其他违禁,1
冰毒,其他违禁,1
冰火毒,其他违禁,1
冰火九重,色情,0.8
冰淫传,色情,1
波胆,其他违禁,0.8
博彩,其他违禁,0.8
博彩娱,其他违禁,0.8
不查都,涉敏感,0.8
不查全,涉敏感,0.8
布卖淫女,色情,1
财众科技,其他违禁,1
采花堂,色情,0.8
彩票选号机,其他违禁,0.8
彩票预测,其他违禁,0.8
踩踏事,涉敏感,0.8
苍蝇水,色情,1
操了嫂,色情,1
操你妈,低俗,1
操嫂子,色情,1
厕奴,色情,0.8
插屁屁,色情,1
拆迁灭,涉敏感,0.8
禅密功,其他违禁,1
车仑大法,涉敏感,1
车牌隐,其他违禁,0.8
车用电子狗,其他违禁,0.8
成佛做主,涉敏感,1
城管灭,涉敏感,1
惩公安,暴恐,0.8
惩贪难,暴恐,0.8
充气娃,色情,0.8
冲凉死,涉敏感,0.8
出成绩付,其他违禁,1
出售发票,其他违禁,1
出售假币,其他违禁,1
出售军,其他违禁,1
出售器官,其他违禁,1
出售肾,其他违禁,1
传九退三,涉敏感,1
传送答案,其他违禁,0.8
吹箭,色情,0.8
春宫,色情,0.8
春宫图,色情,1
春水横溢,色情,1
春药,色情,0.8
慈悲功,涉敏感,1
次通过考,广告,0.8
催眠水,其他违禁,0.8
催情粉,其他违禁,1
催情药,其他违禁,1
催情藥,其他违禁,1
挫仑,涉敏感,0.8
达毕业证,广告,0.8
达赖,涉敏感,1
达米宣教会,涉敏感,1
答案包,其他违禁,0.8
答案提供,其他违禁,0.8
打错门,涉敏感,0.8
打飞机专,色情,0.8
大法弟子,涉敏感,1
大法轮,涉敏感,1
大法修炼者,涉敏感,1
大鸡巴,色情,1
大雞巴,色情,1
大纪元,涉敏感,1
大妓院,涉敏感,1
大揭露,涉敏感,0.8
大奶子,色情,1
大批贪官,涉敏感,1
大肉棒,色情,1
大学暴动,涉敏感,1
大圆满法,涉敏感,1
大嘴歌,涉敏感,1
贷借款,其他违禁,0.8
贷开,其他违禁,0.8
当代七整,涉敏感,1
当官要精,涉敏感,1
当官在于,涉敏感,1
党风日下,涉敏感,1
党棍,涉敏感,0.8
党后萎,涉敏感,1
党禁,涉敏感,1
党内权力,涉敏感,1
党内权争,涉敏感,1
党内危机,涉敏感,1
党内言事潮,涉敏感,1
党前干劲,涉敏感,1
荡妇,低俗,1
的同修,涉敏感,0.8
邓爷爷转,涉敏感,1
邓颖超日记,涉敏感,1
抵制北京奥运,涉敏感,1
地磅解码器,其他违禁,0.8
地磅遥控器,其他违禁,0.8
帝国之梦,涉敏感,1
递进民主,涉敏感,1
第三次世界大战,涉敏感,1
第五代红人,涉敏感,1
第五代接班梯队,涉敏感,1
点金商务,广告,1
点数优惠,广告,1
电子狗导航手机,其他违禁,1
丁子霖,涉敏感,1
顶花心,色情,0.8
顶贴机,其他违禁,1
顶帖器,其他违禁,1
东北独立,涉敏感,1
东方闪电,涉敏感,1
东突,暴恐,1
东伊运,暴恐,1
洞小口紧,色情,1
都当小姐,色情,0.8
都进中央,涉敏感,0.8
毒蛇钻,色情,0.8
赌博机,其他违禁,1
赌恒指,其他违禁,1
赌具,其他违禁,1
赌球,其他违禁,0.8
赌球网,其他违禁,1
短信截,其他违禁,0.8
短信猫,其他违禁,0.8
短信投票业务,广告,1
对共产党清算,涉敏感,1
躲猫猫,涉敏感,0.8
俄罗斯轮盘,其他违禁,0.8
恶党,涉敏感,1
恶搞人民币,涉敏感,1
恶警,涉敏感,1
恶势力操,涉敏感,0.8
恶势力插,涉敏感,0.8
儿园惨,涉敏感,0.8
儿园砍,涉敏感,0.8
儿园杀,涉敏感,0.8
儿园凶,涉敏感,0.8
二奶大,色情,1
二十四事件,涉敏感,1
发仑da发,涉敏感,1
发伦工,涉敏感,1
发轮功,涉敏感,1
发轮功陈果,涉敏感,1
发票代,广告,1
发票代开,广告,1
发票销,广告,1
发贴工具,广告,1
发贴机,广告,1
法0功,涉敏感,1
法O功,涉敏感,1
法车仑,涉敏感,1
法功,涉敏感,1
法力像佛,涉敏感,1
法仑功,涉敏感,1
法伦,涉敏感,1
法伦功,涉敏感,1
法轮,涉敏感,1
法论功,涉敏感,1
法能功,涉敏感,1
法维权,涉敏感,1
法西藏主义,涉敏感,1
法一轮,涉敏感,1
珐(工力)学,涉敏感,1
反测速雷,其他违禁,1
反对共产党,涉敏感,1
反对共产主义,涉敏感,1
反腐总攻,涉敏感,1
反攻大陆,涉敏感,0.8
反共传单,涉敏感,1
反共言论,涉敏感,1
反雷达测,其他违禁,1
反雷达测速,其他违禁,1
反屏蔽,涉敏感,1
反社会主义,涉敏感,1
反中共黑色暴力,涉敏感,1
芳香型智悟气功,其他违禁,1
防电子眼,其他违禁,1
房贷给废,涉敏感,0.8
仿真枪,暴恐,0.8
仿真手枪,暴恐,0.8
仿真证,其他违禁,0.8
费私服,其他违禁,0.8
封锁消,涉敏感,0.8
佛怀煽仇录,涉敏感,1
佛同修,涉敏感,1
福娃的預,涉敏感,0.8
福娃頭上,涉敏感,1
府包庇,涉敏感,0.8
府集中领,其他违禁,1
妇销魂,色情,1
附送枪,暴恐,0.8
富民穷,涉敏感,0.8
富婆给废,低俗,1
改号软件,其他违禁,1
干扰器,其他违禁,1
肛交,色情,1
肛门是邻,其他违禁,1
钢针狗,其他违禁,1
钢珠枪,暴恐,1
港澳博球,其他违禁,1
港馬會,其他违禁,1
高考黑,涉敏感,0.8
搞媛交,色情,1
告洋状,涉敏感,0.8
蛤蟆转世,涉敏感,1
个人圆满说,涉敏感,1
个邪的党,涉敏感,1
根浴,低俗,1
跟帖器,广告,1
跟踪器,其他违禁,1
工程吞得,涉敏感,0.8
公安错打,涉敏感,0.8
攻官小姐,涉敏感,1
供应发票,其他违禁,1
共产主义黑皮书,涉敏感,1
共狗,涉敏感,1
共和国2049,涉敏感,1
共青背景,涉敏感,1
共青团派,涉敏感,1
共王储,涉敏感,1
共字玄机,涉敏感,1
狗娘养的,低俗,1
狗屁专家,低俗,1
狗日的,低俗,1
狗友,低俗,1
古方迷香,其他违禁,1
乖乖粉,其他违禁,1
观音法门,涉敏感,1
官匪一家,涉敏感,1
官商勾,涉敏感,1
官也不容,涉敏感,1
官因发帖,涉敏感,1
光学真题,广告,1
广安事件,涉敏感,1
广场事件,涉敏感,1
滚圆大乳,色情,1
国际投注,其他违禁,1
国家妓,色情,0.8
国家软弱,涉敏感,0.8
国统纲领,涉敏感,0.8
国统会,涉敏感,0.8
哈药直销,广告,1
海洛因,其他违禁,1
号屏蔽器,其他违禁,1
合彩,其他违禁,1
和狗交,色情,0.8
和狗性,色情,1
和狗做,色情,1
黑火药的,其他违禁,1
红病历,涉敏感,1
红床,低俗,1
红色恐怖,涉敏感,1
洪志,涉敏感,1
紅色恐,涉敏感,1
胡的接班人,涉敏感,1
胡江风云,涉敏感,1
胡江关系,涉敏感,1
胡江内斗,涉敏感,1
胡江曾,涉敏感,1
胡江争斗,涉敏感,1
胡紧掏,涉敏感,1
胡紧套,涉敏感,1
胡錦濤,涉敏感,1
胡进涛,涉敏感,1
胡派军委,涉敏感,1
胡派人马,涉敏感,1
胡适眼,涉敏感,1
胡下台,涉敏感,1
胡耀邦,涉敏感,1
湖淫娘,涉敏感,1
虎头猎,涉敏感,1
护卫团,涉敏感,1
华藏功,涉敏感,1
华国锋,涉敏感,1
华门开,涉敏感,1
话在肉身显现,涉敏感,1
还会吹萧,色情,0.8
还看锦涛,涉敏感,1
环球证件,其他违禁,1
换妻,低俗,1
皇冠投注,其他违禁,1
皇家轮盘,其他违禁,1
黄菊遗孀,涉敏感,1
黄色电影,色情,1
黄色小电影,色情,1
回汉冲突,涉敏感,1
回民暴动,涉敏感,1
回民猪,涉敏感,1
回忆六四,涉敏感,1
浑圆豪乳,色情,1
活体取肾,其他违禁,1
活摘器官,其他违禁,1
机定位器,其他违禁,1
机号定,其他违禁,0.8
机号卫,其他违禁,0.8
机卡密,其他违禁,0.8
机屏蔽器,其他违禁,0.8
鸡巴,色情,1
积克馆,其他违禁,1
基督灵恩布道团,其他违禁,1
绩过后付,其他违禁,0.8
激流中国,涉敏感,1
激情电影,色情,1
激情图片,色情,1
激情电,色情,1
激情电话,色情,1
激情电影,色情,1
激情短,色情,1
激情交友,色情,1
激情妹,色情,1
激情炮,色情,1
激情视频,色情,1
激情小电影,色情,1
级办理,其他违禁,0.8
急需嫖,色情,1
疾病业债说,其他违禁,1
集体打砸,暴恐,1
集体腐,涉敏感,1
挤乳汁,色情,0.8
擠乳汁,色情,0.8
记号扑克,其他违禁,1
纪念达赖喇嘛流亡49周年,涉敏感,1
纪念文革,涉敏感,1
妓女的口号,色情,1
寂寞少妇,低俗,1
加油机干扰器,其他违禁,1
佳静安定,其他违禁,0.8
佳静安定片,其他违禁,0.8
家属被打,其他违禁,0.8
甲虫跳,低俗,1
假币出售,其他违禁,1
假发票,其他违禁,0.8
假文凭,其他违禁,0.8
假证件,其他违禁,0.8
奸成瘾,色情,1
奸杀,其他违禁,0.8
兼职上门,广告,1
监听器,其他违禁,0.8
监听头,其他违禁,1
监听王,其他违禁,1
简易炸,其他违禁,0.8
贱货,低俗,1
贱人,低俗,1
江z民,涉敏感,1
疆獨,涉敏感,1
疆独,涉敏感,1
讲法传功,涉敏感,1
蒋彦永,涉敏感,0.8
叫鸡,色情,1
叫自慰,色情,1
揭贪难,涉敏感,1
姐包夜,色情,0.8
姐服务,色情,0.8
姐兼职,色情,0.8
姐上门,色情,0.8
解码开锁,广告,1
解密软件,其他违禁,0.8
解体的命运,涉敏感,0.8
解体中共,涉敏感,1
金钟气,暴恐,1
津大地震,涉敏感,0.8
津地震,涉敏感,0.8
津人治津,涉敏感,0.8
禁网禁片,其他违禁,1
京地震,涉敏感,0.8
京夫子,涉敏感,1
京要地震,涉敏感,0.8
经典谎言,低俗,1
精子射在,色情,1
警察的幌,涉敏感,1
警察殴打,涉敏感,1
警察说保,涉敏感,1
警车雷达,其他违禁,0.8
警方包庇,涉敏感,1
警匪一家,涉敏感,1
警民冲突,暴恐,1
径步枪,暴恐,1
敬请忍,涉敏感,0.8
靖国神社,涉敏感,0.8
究生答案,其他违禁,0.8
九龙论坛,其他违禁,1
九评共,涉敏感,1
九十三运动,涉敏感,1
酒象喝汤,涉敏感,0.8
酒像喝汤,涉敏感,0.8
救度众生说,涉敏感,1
就爱插,色情,0.8
就要色,色情,0.8
菊暴,色情,1
菊爆,色情,1
菊花洞,色情,1
巨乳,色情,1
绝食声,涉敏感,1
军长发威,涉敏感,1
军刺,暴恐,0.8
军品特,暴恐,0.8
军用手,暴恐,0.8
军转,暴恐,0.8
卡辛纳大道和三福大道交界处,涉敏感,0.8
开苞,色情,1
开平轮奸,色情,1
开平受辱,其他违禁,1
开锁工具,其他违禁,0.8
开天目,其他违禁,0.8
開碼,其他违禁,1
開票,广告,1
砍杀幼,涉敏感,1
砍伤儿,涉敏感,1
看JJ,色情,1
康生丹,涉敏感,1
抗议磁悬浮,涉敏感,1
抗议中共当局,涉敏感,1
克千术,其他违禁,0.8
克透视,其他违禁,0.8
嗑药,其他违禁,0.8
空中民主墙,涉敏感,1
孔摄像,其他违禁,0.8
恐共,涉敏感,1
控诉世博,涉敏感,1
控制媒,涉敏感,1
口交,色情,0.8
口手枪,暴恐,0.8
口淫,色情,1
骷髅死,暴恐,1
矿难不公,涉敏感,1
昆仑女神功,涉敏感,1
拉帮游说,涉敏感,0.8
拉登说,涉敏感,1
拉票贿选,涉敏感,0.8
拉萨僧人接连抗议,涉敏感,1
来福猎,其他违禁,0.8
拦截器,其他违禁,0.8
浪穴,色情,1
老虎机,其他违禁,1
乐透码,其他违禁,1
雷管,暴恐,1
类准确答,广告,0.8
李大轮子,涉敏感,1
李红痔,涉敏感,1
李洪X,涉敏感,1
李洪志,涉敏感,1
李鹏,涉敏感,1
李伟信的笔供,涉敏感,1
李咏曰,涉敏感,1
理各种证,广告,1
理是影帝,涉敏感,0.8
理证件,广告,1
理做帐报,广告,1
